generator_source,detector,scenario_id,case_id,target_family,predicted_family,family_exact_match,family_top3_match,family_match_label,target_assets,predicted_assets,asset_match,asset_accuracy,truth_signal_count,predicted_grounded_signal_count,evidence_grounding_overlap,evidence_grounding_label,action_relevance_score,action_relevance_label,partial_alignment_score,unsupported_claim,primary_error_category,operator_summary,recommended_actions_excerpt,uncertainty_notes,case_path,grounding_pass_strict,grounding_pass_partial,asset_full_match,asset_partial_match,action_relevance_pass,strict_operator_support_pass,operator_support_score,updated_error_category,structured_asset_constraint_note
chatgpt,threshold_baseline,scn_coord_pv60_bess48_misaligned_support,chatgpt__threshold_baseline__scn_coord_pv60_bess48_misaligned_support,coordinated_multi_asset,oscillatory_control,0,0,nearest_valid_family,bess48|pv60,bess48,partial,0.5,7,5,0.25,medium,0.5,medium,0.3125,0,wrong family / grounded evidence,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T23:01:01+00:00.,Inspect repeated controller toggles and control-loop behavior around bess48. | Check whether bess48 is cycling between competing setpoints.,Top runtime family candidates are close (oscillatory_control vs command_suppression). Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\chatgpt\xai_v4\cases\threshold_baseline__scn_coord_pv60_bess48_misaligned_support.json,0,1,0,1,1,0,0.22500000000000003,partially aligned,structured asset constraints already support the predicted asset set
chatgpt,threshold_baseline,scn_fdi_pv35_qvar_step_bias,chatgpt__threshold_baseline__scn_fdi_pv35_qvar_step_bias,false_data_injection,false_data_injection,1,1,exact,pv35,bess48,none,0.0,3,6,0.3333333333333333,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T01:04:01+00:00.,Cross-check q_kvar against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\chatgpt\xai_v4\cases\threshold_baseline__scn_fdi_pv35_qvar_step_bias.json,0,1,0,0,1,0,0.6666666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
chatgpt,transformer,scn_cmd_delay_pv60_curtailment_release,chatgpt__transformer__scn_cmd_delay_pv60_curtailment_release,command_delay,command_delay,1,1,exact,pv60,bess108|bess48,none,0.0,4,6,0.0,low,1.0,high,1.0,0,correct family / wrong asset,"Runtime evidence is most consistent with command_delay. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T06:01:01+00:00.","Compare issue, acknowledgement, and execution timestamps for curtailment_frac on bess48. | Inspect controller queues and recent dispatch logs for bess48.",Constraints: Only coarse bess48-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\chatgpt\xai_v4\cases\transformer__scn_cmd_delay_pv60_curtailment_release.json,0,0,0,0,1,0,0.6000000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
chatgpt,transformer,scn_cmd_suppress_bess48_discharge_hold,chatgpt__transformer__scn_cmd_suppress_bess48_discharge_hold,command_suppression,command_suppression,1,1,exact,bess48,bess108|bess48,partial,0.5,4,6,0.25,medium,1.0,high,1.0,0,correct family / partial evidence,"Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T11:01:01+00:00.","Verify write acknowledgements and local controller response on bess48. | Check whether recent writes were blocked, frozen, or left unapplied.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\chatgpt\xai_v4\cases\transformer__scn_cmd_suppress_bess48_discharge_hold.json,0,1,0,1,1,0,0.7500000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
chatgpt,transformer,scn_coord_pv60_bess48_misaligned_support,chatgpt__transformer__scn_coord_pv60_bess48_misaligned_support,coordinated_multi_asset,oscillatory_control,0,0,nearest_valid_family,bess48|pv60,bess48,partial,0.5,7,5,0.25,medium,0.5,medium,0.3125,0,wrong family / grounded evidence,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T23:01:01+00:00.,Inspect repeated controller toggles and control-loop behavior around bess48. | Check whether bess48 is cycling between competing setpoints.,Top runtime family candidates are close (oscillatory_control vs command_suppression). Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\chatgpt\xai_v4\cases\transformer__scn_coord_pv60_bess48_misaligned_support.json,0,1,0,1,1,0,0.22500000000000003,partially aligned,structured asset constraints already support the predicted asset set
chatgpt,transformer,scn_der_disconnect_pv83_status_trip,chatgpt__transformer__scn_der_disconnect_pv83_status_trip,DER_disconnect,DER_disconnect,1,1,exact,pv83,bess48,none,0.0,4,6,0.0,low,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with DER_disconnect. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T13:31:01+00:00.,"Inspect status, mode, and availability transitions for bess48. | Verify whether bess48 entered standby, trip, or a forced disconnect condition.",Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\chatgpt\xai_v4\cases\transformer__scn_der_disconnect_pv83_status_trip.json,0,0,0,0,1,0,0.6000000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
chatgpt,transformer,scn_fdi_bus150_voltage_dropout,chatgpt__transformer__scn_fdi_bus150_voltage_dropout,false_data_injection,false_data_injection,1,1,exact,bus150,bess108,none,0.0,3,6,0.3333333333333333,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess108. Detector crossed threshold at 2025-06-01T03:31:01+00:00.,Cross-check bus_150_v_pu_phase_c against historian or device-side telemetry before changing control settings. | Hold operator action on bess108 until the measurement path is verified.,No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\chatgpt\xai_v4\cases\transformer__scn_fdi_bus150_voltage_dropout.json,0,1,0,0,1,0,0.6666666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
chatgpt,transformer,scn_fdi_pv35_qvar_step_bias,chatgpt__transformer__scn_fdi_pv35_qvar_step_bias,false_data_injection,false_data_injection,1,1,exact,pv35,bess48,none,0.0,3,6,0.3333333333333333,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T01:04:01+00:00.,Cross-check q_kvar against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\chatgpt\xai_v4\cases\transformer__scn_fdi_pv35_qvar_step_bias.json,0,1,0,0,1,0,0.6666666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
chatgpt,transformer,scn_osc_cap_c90b_reactive_toggle,chatgpt__transformer__scn_osc_cap_c90b_reactive_toggle,oscillatory_control,oscillatory_control,1,1,exact,c90b,bess48,none,0.0,3,6,0.3333333333333333,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T18:31:01+00:00.,Inspect repeated controller toggles and control-loop behavior around bess48. | Check whether bess48 is cycling between competing setpoints.,Top runtime family candidates are close (oscillatory_control vs command_suppression). Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\chatgpt\xai_v4\cases\transformer__scn_osc_cap_c90b_reactive_toggle.json,0,1,0,0,1,0,0.6666666666666667,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
chatgpt,transformer,scn_osc_sw3_state_dither,chatgpt__transformer__scn_osc_sw3_state_dither,oscillatory_control,oscillatory_control,1,1,exact,sw3,bess48,none,0.0,3,6,0.0,low,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T21:01:01+00:00.,Inspect repeated controller toggles and control-loop behavior around bess48. | Check whether bess48 is cycling between competing setpoints.,Top runtime family candidates are close (oscillatory_control vs command_suppression). Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\chatgpt\xai_v4\cases\transformer__scn_osc_sw3_state_dither.json,0,0,0,0,1,0,0.6000000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,autoencoder,scn_cmd_delay_bess108_target_kw_ramp,claude__autoencoder__scn_cmd_delay_bess108_target_kw_ramp,command_delay,command_delay,1,1,exact,bess108,bess108|bess48,partial,0.5,5,6,0.25,medium,0.5,medium,1.0,0,correct family / partial evidence,"Runtime evidence is most consistent with command_delay. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T06:31:01+00:00.","Compare issue, acknowledgement, and execution timestamps for target_kw on bess48. | Inspect controller queues and recent dispatch logs for bess48.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\autoencoder__scn_cmd_delay_bess108_target_kw_ramp.json,0,1,0,1,1,0,0.7250000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
claude,autoencoder,scn_cmd_suppression_pv60_status_freeze,claude__autoencoder__scn_cmd_suppression_pv60_status_freeze,command_suppression,command_suppression,1,1,exact,pv60,bess108|bess48,none,0.0,5,6,0.0,low,0.5,medium,1.0,0,correct family / wrong asset,"Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T15:01:01+00:00.","Verify write acknowledgements and local controller response on bess48. | Check whether recent writes were blocked, frozen, or left unapplied.",Constraints: Only coarse bess48-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\autoencoder__scn_cmd_suppression_pv60_status_freeze.json,0,0,0,0,1,0,0.5750000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,autoencoder,scn_fdi_bess48_terminal_i_stale_replay,claude__autoencoder__scn_fdi_bess48_terminal_i_stale_replay,false_data_injection,false_data_injection,1,1,exact,bess48,bess48,exact,1.0,5,6,0.25,medium,1.0,high,1.0,0,correct family / partial evidence,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T04:16:01+00:00.,Cross-check terminal_i_a against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\autoencoder__scn_fdi_bess48_terminal_i_stale_replay.json,0,1,1,0,1,0,0.8500000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
claude,autoencoder,scn_fdi_bus114_vpu_phase_a_dropout,claude__autoencoder__scn_fdi_bus114_vpu_phase_a_dropout,false_data_injection,false_data_injection,1,1,exact,bus114,bess108,none,0.0,5,4,0.2,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess108. Detector crossed threshold at 2025-06-01T08:31:01+00:00.,Cross-check bus_114_v_pu_phase_a against historian or device-side telemetry before changing control settings. | Hold operator action on bess108 until the measurement path is verified.,No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\autoencoder__scn_fdi_bus114_vpu_phase_a_dropout.json,0,1,0,0,1,0,0.6400000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,autoencoder,scn_fdi_bus150_vpu_phase_c_ramp_bias,claude__autoencoder__scn_fdi_bus150_vpu_phase_c_ramp_bias,false_data_injection,false_data_injection,1,1,exact,bus150,bess48,none,0.0,5,6,0.2,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T00:46:01+00:00.,Cross-check bus_150_v_pu_phase_c against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\autoencoder__scn_fdi_bus150_vpu_phase_c_ramp_bias.json,0,1,0,0,1,0,0.6400000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,autoencoder,scn_fdi_pv83_q_kvar_scale_step,claude__autoencoder__scn_fdi_pv83_q_kvar_scale_step,false_data_injection,false_data_injection,1,1,exact,pv83,bess48,none,0.0,5,6,0.2,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T02:31:01+00:00.,Cross-check q_kvar against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,Top runtime family candidates are close (false_data_injection vs oscillatory_control). Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\autoencoder__scn_fdi_pv83_q_kvar_scale_step.json,0,1,0,0,1,0,0.6150000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,autoencoder,scn_oscillatory_sw3_state_switching,claude__autoencoder__scn_oscillatory_sw3_state_switching,oscillatory_control,oscillatory_control,1,1,exact,sw3,bess48,none,0.0,7,6,0.1428571428571428,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T21:01:01+00:00.,Inspect repeated controller toggles and control-loop behavior around bess48. | Check whether bess48 is cycling between competing setpoints.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\autoencoder__scn_oscillatory_sw3_state_switching.json,0,1,0,0,1,0,0.6285714285714287,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,gru,scn_cmd_delay_bess108_target_kw_ramp,claude__gru__scn_cmd_delay_bess108_target_kw_ramp,command_delay,command_delay,1,1,exact,bess108,bess108|bess48,partial,0.5,5,6,0.25,medium,0.5,medium,1.0,0,correct family / partial evidence,"Runtime evidence is most consistent with command_delay. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T06:31:01+00:00.","Compare issue, acknowledgement, and execution timestamps for target_kw on bess48. | Inspect controller queues and recent dispatch logs for bess48.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\gru__scn_cmd_delay_bess108_target_kw_ramp.json,0,1,0,1,1,0,0.7250000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
claude,gru,scn_cmd_suppression_pv60_status_freeze,claude__gru__scn_cmd_suppression_pv60_status_freeze,command_suppression,command_suppression,1,1,exact,pv60,bess108|bess48,none,0.0,5,6,0.0,low,0.5,medium,1.0,0,correct family / wrong asset,"Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T15:01:01+00:00.","Verify write acknowledgements and local controller response on bess48. | Check whether recent writes were blocked, frozen, or left unapplied.",Constraints: Only coarse bess48-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\gru__scn_cmd_suppression_pv60_status_freeze.json,0,0,0,0,1,0,0.5750000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,gru,scn_fdi_bess48_terminal_i_stale_replay,claude__gru__scn_fdi_bess48_terminal_i_stale_replay,false_data_injection,false_data_injection,1,1,exact,bess48,bess48,exact,1.0,5,6,0.25,medium,1.0,high,1.0,0,correct family / partial evidence,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T04:16:01+00:00.,Cross-check terminal_i_a against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\gru__scn_fdi_bess48_terminal_i_stale_replay.json,0,1,1,0,1,0,0.8500000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
claude,gru,scn_fdi_bus114_vpu_phase_a_dropout,claude__gru__scn_fdi_bus114_vpu_phase_a_dropout,false_data_injection,false_data_injection,1,1,exact,bus114,bess108,none,0.0,5,4,0.2,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess108. Detector crossed threshold at 2025-06-01T08:31:01+00:00.,Cross-check bus_114_v_pu_phase_a against historian or device-side telemetry before changing control settings. | Hold operator action on bess108 until the measurement path is verified.,No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\gru__scn_fdi_bus114_vpu_phase_a_dropout.json,0,1,0,0,1,0,0.6400000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,gru,scn_fdi_bus150_vpu_phase_c_ramp_bias,claude__gru__scn_fdi_bus150_vpu_phase_c_ramp_bias,false_data_injection,false_data_injection,1,1,exact,bus150,bess48,none,0.0,5,6,0.2,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T00:46:01+00:00.,Cross-check bus_150_v_pu_phase_c against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\gru__scn_fdi_bus150_vpu_phase_c_ramp_bias.json,0,1,0,0,1,0,0.6400000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,gru,scn_fdi_pv83_q_kvar_scale_step,claude__gru__scn_fdi_pv83_q_kvar_scale_step,false_data_injection,false_data_injection,1,1,exact,pv83,bess48,none,0.0,5,6,0.2,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T02:31:01+00:00.,Cross-check q_kvar against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,Top runtime family candidates are close (false_data_injection vs oscillatory_control). Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\gru__scn_fdi_pv83_q_kvar_scale_step.json,0,1,0,0,1,0,0.6150000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,gru,scn_oscillatory_sw3_state_switching,claude__gru__scn_oscillatory_sw3_state_switching,oscillatory_control,oscillatory_control,1,1,exact,sw3,bess48,none,0.0,7,4,0.2857142857142857,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T21:02:01+00:00.,Inspect repeated controller toggles and control-loop behavior around bess48. | Check whether bess48 is cycling between competing setpoints.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\gru__scn_oscillatory_sw3_state_switching.json,0,1,0,0,1,0,0.6571428571428573,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,isolation_forest,scn_cmd_delay_bess108_target_kw_ramp,claude__isolation_forest__scn_cmd_delay_bess108_target_kw_ramp,command_delay,oscillatory_control,0,0,nearest_valid_family,bess108,bess108,exact,1.0,5,6,0.6,high,0.5,medium,0.16,0,wrong family / grounded evidence,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to bess108. Detector crossed threshold at 2025-06-01T06:35:01+00:00.,Inspect repeated controller toggles and control-loop behavior around bess108. | Check whether bess108 is cycling between competing setpoints.,No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\isolation_forest__scn_cmd_delay_bess108_target_kw_ramp.json,1,1,1,0,1,0,0.395,wrong family / grounded evidence,structured asset constraints already support the predicted asset set
claude,isolation_forest,scn_cmd_suppression_pv60_status_freeze,claude__isolation_forest__scn_cmd_suppression_pv60_status_freeze,command_suppression,command_suppression,1,1,exact,pv60,bess48,none,0.0,5,5,0.2,medium,0.5,medium,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T15:05:01+00:00.,"Verify write acknowledgements and local controller response on bess48. | Check whether recent writes were blocked, frozen, or left unapplied.",Top runtime family candidates are close (command_suppression vs oscillatory_control).,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\isolation_forest__scn_cmd_suppression_pv60_status_freeze.json,0,1,0,0,1,0,0.6150000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,isolation_forest,scn_fdi_bess48_terminal_i_stale_replay,claude__isolation_forest__scn_fdi_bess48_terminal_i_stale_replay,false_data_injection,coordinated_multi_asset,0,1,none,bess48,bess108|bess48,partial,0.5,5,6,0.25,medium,1.0,high,0.0,0,wrong family / grounded evidence,"Runtime evidence is most consistent with coordinated_multi_asset. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T04:20:01+00:00.","Correlate commands and telemetry across bess48, bess108 before a corrective action. | Escalate cross-asset review instead of changing a single device in isolation.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\isolation_forest__scn_fdi_bess48_terminal_i_stale_replay.json,0,1,0,1,1,0,0.45,partially aligned,structured asset constraints already support the predicted asset set
claude,isolation_forest,scn_fdi_bus114_vpu_phase_a_dropout,claude__isolation_forest__scn_fdi_bus114_vpu_phase_a_dropout,false_data_injection,command_suppression,0,1,nearest_valid_family,bus114,bess108,none,0.0,5,5,0.2,medium,0.0,low,0.12,0,mixed partial,Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess108. Detector crossed threshold at 2025-06-01T08:35:01+00:00.,"Verify write acknowledgements and local controller response on bess108. | Check whether recent writes were blocked, frozen, or left unapplied.",Top runtime family candidates are close (command_suppression vs oscillatory_control).,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\isolation_forest__scn_fdi_bus114_vpu_phase_a_dropout.json,0,1,0,0,0,0,0.29000000000000004,partially aligned,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,isolation_forest,scn_fdi_bus150_vpu_phase_c_ramp_bias,claude__isolation_forest__scn_fdi_bus150_vpu_phase_c_ramp_bias,false_data_injection,coordinated_multi_asset,0,1,none,bus150,bess108|bess48,none,0.0,5,7,0.0,low,1.0,high,0.0,1,unsupported claim,"Runtime evidence is most consistent with coordinated_multi_asset. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T00:50:01+00:00.","Correlate commands and telemetry across bess48, bess108 before a corrective action. | Escalate cross-asset review instead of changing a single device in isolation.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\isolation_forest__scn_fdi_bus150_vpu_phase_c_ramp_bias.json,0,0,0,0,1,0,0.25,unsupported claim,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,isolation_forest,scn_fdi_pv83_q_kvar_scale_step,claude__isolation_forest__scn_fdi_pv83_q_kvar_scale_step,false_data_injection,command_suppression,0,1,nearest_valid_family,pv83,bess48,none,0.0,5,5,0.0,low,0.0,low,0.1,1,unsupported claim,Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T02:35:01+00:00.,"Verify write acknowledgements and local controller response on bess48. | Check whether recent writes were blocked, frozen, or left unapplied.",Top runtime family candidates are close (command_suppression vs oscillatory_control).,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\isolation_forest__scn_fdi_pv83_q_kvar_scale_step.json,0,0,0,0,0,0,0.2,unsupported claim,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,isolation_forest,scn_oscillatory_sw3_state_switching,claude__isolation_forest__scn_oscillatory_sw3_state_switching,oscillatory_control,oscillatory_control,1,1,exact,sw3,bess48,none,0.0,7,6,0.1428571428571428,medium,1.0,high,1.0,0,correct family / wrong asset,Runtime evidence is most consistent with oscillatory_control. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T21:05:01+00:00.,Inspect repeated controller toggles and control-loop behavior around bess48. | Check whether bess48 is cycling between competing setpoints.,No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\isolation_forest__scn_oscillatory_sw3_state_switching.json,0,1,0,0,1,0,0.6285714285714287,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,lstm,scn_cmd_delay_bess108_target_kw_ramp,claude__lstm__scn_cmd_delay_bess108_target_kw_ramp,command_delay,command_delay,1,1,exact,bess108,bess108|bess48,partial,0.5,5,6,0.25,medium,0.5,medium,1.0,0,correct family / partial evidence,"Runtime evidence is most consistent with command_delay. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T06:31:01+00:00.","Compare issue, acknowledgement, and execution timestamps for target_kw on bess48. | Inspect controller queues and recent dispatch logs for bess48.",No major runtime contradiction was found.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\lstm__scn_cmd_delay_bess108_target_kw_ramp.json,0,1,0,1,1,0,0.7250000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
claude,lstm,scn_cmd_suppression_pv60_status_freeze,claude__lstm__scn_cmd_suppression_pv60_status_freeze,command_suppression,command_suppression,1,1,exact,pv60,bess108|bess48,none,0.0,5,6,0.0,low,0.5,medium,1.0,0,correct family / wrong asset,"Runtime evidence is most consistent with command_suppression. Strongest localized evidence points to bess48, bess108. Detector crossed threshold at 2025-06-01T15:01:01+00:00.","Verify write acknowledgements and local controller response on bess48. | Check whether recent writes were blocked, frozen, or left unapplied.",Constraints: Only coarse bess48-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\lstm__scn_cmd_suppression_pv60_status_freeze.json,0,0,0,0,1,0,0.5750000000000001,correct family / weak or wrong asset,asset attribution remains the weakest component; structured candidate limiting may help but is not proven here
claude,lstm,scn_fdi_bess48_terminal_i_stale_replay,claude__lstm__scn_fdi_bess48_terminal_i_stale_replay,false_data_injection,false_data_injection,1,1,exact,bess48,bess48,exact,1.0,5,6,0.25,medium,1.0,high,1.0,0,correct family / partial evidence,Runtime evidence is most consistent with false_data_injection. Strongest localized evidence points to bess48. Detector crossed threshold at 2025-06-01T04:16:01+00:00.,Cross-check terminal_i_a against historian or device-side telemetry before changing control settings. | Hold operator action on bess48 until the measurement path is verified.,Constraints: Only coarse feeder-level evidence was visible before v4 localization.,phase2_llm_benchmark\new_respnse_result\models\claude\xai_v4\cases\lstm__scn_fdi_bess48_terminal_i_stale_replay.json,0,1,1,0,1,0,0.8500000000000001,correct family / insufficient grounded evidence,structured asset constraints already support the predicted asset set
