generator_source,window_label,window_seconds,model_name,attack_family,scenario_count,mean_precision,mean_recall,mean_f1,detection_rate,mean_latency_seconds
chatgpt,60s,60,threshold_baseline,command_suppression,1,1.0,0.9166666666666666,0.9565217391304348,1.0,37.0
claude,60s,60,threshold_baseline,command_suppression,1,0.0,0.0,0.0,0.0,
gemini,60s,60,threshold_baseline,command_suppression,1,1.0,0.9487179487179488,0.9736842105263158,1.0,37.0
grok,60s,60,threshold_baseline,command_suppression,1,0.0,0.0,0.0,0.0,
human_authored,60s,60,threshold_baseline,command_suppression,1,0.0,0.0,0.0,0.0,
chatgpt,60s,60,threshold_baseline,coordinated_campaign,1,0.9692307692307692,1.0,0.984375,1.0,13.0
grok,60s,60,threshold_baseline,coordinated_campaign,1,0.7681159420289855,1.0,0.8688524590163934,1.0,13.0
human_authored,60s,60,threshold_baseline,coordinated_campaign,1,0.9743589743589745,0.9743589743589745,0.9743589743589745,1.0,37.0
chatgpt,60s,60,threshold_baseline,degradation,1,0.0,0.0,0.0,0.0,
gemini,60s,60,threshold_baseline,degradation,2,0.4818181818181818,0.5,0.4907407407407408,0.5,13.0
grok,60s,60,threshold_baseline,degradation,1,0.0,0.0,0.0,0.0,
human_authored,60s,60,threshold_baseline,degradation,1,0.0,0.0,0.0,0.0,
chatgpt,60s,60,threshold_baseline,false_data_injection,2,0.0,0.0,0.0,0.0,
claude,60s,60,threshold_baseline,false_data_injection,4,0.0,0.0,0.0,0.0,
gemini,60s,60,threshold_baseline,false_data_injection,1,0.0,0.0,0.0,0.0,
grok,60s,60,threshold_baseline,false_data_injection,3,0.048689138576779,0.3333333333333333,0.0849673202614379,0.3333333333333333,1.0
human_authored,60s,60,threshold_baseline,false_data_injection,1,0.0,0.0,0.0,0.0,
chatgpt,60s,60,threshold_baseline,unauthorized_command,2,0.0,0.0,0.0,0.0,
claude,60s,60,threshold_baseline,unauthorized_command,1,0.4532374100719424,1.0,0.6237623762376238,1.0,13.0
gemini,60s,60,threshold_baseline,unauthorized_command,1,0.0,0.0,0.0,0.0,
grok,60s,60,threshold_baseline,unauthorized_command,2,0.5,0.1956521739130435,0.28125,0.5,37.0
human_authored,60s,60,threshold_baseline,unauthorized_command,1,0.0,0.0,0.0,0.0,
chatgpt,60s,60,transformer,command_delay,1,0.9722222222222222,0.9210526315789472,0.945945945945946,1.0,1.0
claude,60s,60,transformer,command_delay,1,0.9411764705882352,0.3720930232558139,0.5333333333333333,1.0,1.0
grok,60s,60,transformer,command_delay,1,0.6956521739130435,1.0,0.8205128205128205,1.0,1.0
human_authored,60s,60,transformer,command_delay,1,0.6785714285714286,1.0,0.8085106382978723,1.0,1.0
chatgpt,60s,60,transformer,command_suppression,1,0.8275862068965517,1.0,0.9056603773584906,1.0,1.0
claude,60s,60,transformer,command_suppression,1,0.9375,0.2586206896551724,0.4054054054054054,1.0,1.0
gemini,60s,60,transformer,command_suppression,1,0.8764044943820225,1.0,0.934131736526946,1.0,1.0
grok,60s,60,transformer,command_suppression,1,0.9375,0.5357142857142857,0.6818181818181818,1.0,1.0
human_authored,60s,60,transformer,command_suppression,1,0.9375,0.5357142857142857,0.6818181818181818,1.0,1.0
chatgpt,60s,60,transformer,coordinated_campaign,1,0.875,1.0,0.9333333333333332,1.0,1.0
grok,60s,60,transformer,coordinated_campaign,1,0.803030303030303,1.0,0.8907563025210085,1.0,13.0
human_authored,60s,60,transformer,coordinated_campaign,1,0.8541666666666666,0.5256410256410257,0.6507936507936508,1.0,1.0
chatgpt,60s,60,transformer,degradation,1,0.9375,0.5357142857142857,0.6818181818181818,1.0,1.0
gemini,60s,60,transformer,degradation,2,0.8955223880597014,0.5348837209302325,0.5068840579710144,1.0,31.0
grok,60s,60,transformer,degradation,1,0.9375,0.3488372093023256,0.5084745762711864,1.0,1.0
human_authored,60s,60,transformer,degradation,1,0.9375,0.3488372093023256,0.5084745762711864,1.0,1.0
chatgpt,60s,60,transformer,false_data_injection,2,0.9375,0.7427536231884058,0.8257918552036199,1.0,1.0
claude,60s,60,transformer,false_data_injection,4,0.9375,0.5836973857568823,0.7048460409804947,1.0,1.0
gemini,60s,60,transformer,false_data_injection,1,0.9375,0.5357142857142857,0.6818181818181818,1.0,1.0
grok,60s,60,transformer,false_data_injection,3,0.625,0.28309409888357256,0.3892668178382464,0.6666666666666666,1.0
human_authored,60s,60,transformer,false_data_injection,1,0.9375,0.6521739130434783,0.7692307692307693,1.0,1.0
chatgpt,60s,60,transformer,unauthorized_command,2,0.9375,0.6439393939393939,0.7472989195678271,1.0,1.0
claude,60s,60,transformer,unauthorized_command,1,0.0,0.0,0.0,1.0,1.0
gemini,60s,60,transformer,unauthorized_command,1,0.9375,0.145631067961165,0.2521008403361344,1.0,1.0
grok,60s,60,transformer,unauthorized_command,2,0.9198717948717949,0.572463768115942,0.7013824884792627,1.0,1.0
human_authored,60s,60,transformer,unauthorized_command,1,0.9375,0.2830188679245283,0.4347826086956521,1.0,1.0
chatgpt,60s,60,ttm_extension,command_delay,1,0.5769230769230769,0.3947368421052631,0.46875,1.0,1.0
claude,60s,60,ttm_extension,command_delay,1,0.3333333333333333,0.0697674418604651,0.1153846153846153,1.0,1.0
grok,60s,60,ttm_extension,command_delay,1,0.5,0.125,0.2,1.0,1.0
human_authored,60s,60,ttm_extension,command_delay,1,0.5454545454545454,0.1578947368421052,0.2448979591836734,1.0,1.0
chatgpt,60s,60,ttm_extension,command_suppression,1,0.6666666666666666,0.1666666666666666,0.2666666666666666,1.0,1.0
claude,60s,60,ttm_extension,command_suppression,1,0.0,0.0,0.0,1.0,1.0
gemini,60s,60,ttm_extension,command_suppression,1,0.5714285714285714,0.1025641025641025,0.1739130434782608,1.0,1.0
grok,60s,60,ttm_extension,command_suppression,1,0.0,0.0,0.0,1.0,1.0
human_authored,60s,60,ttm_extension,command_suppression,1,0.0,0.0,0.0,1.0,1.0
chatgpt,60s,60,ttm_extension,coordinated_campaign,1,0.5925925925925926,0.2539682539682539,0.3555555555555555,1.0,1.0
grok,60s,60,ttm_extension,coordinated_campaign,1,0.7666666666666667,0.8679245283018868,0.8141592920353983,1.0,1.0
human_authored,60s,60,ttm_extension,coordinated_campaign,1,0.8571428571428571,1.0,0.9230769230769232,1.0,1.0
chatgpt,60s,60,ttm_extension,degradation,1,0.0,0.0,0.0,1.0,1.0
gemini,60s,60,ttm_extension,degradation,2,0.36363636363636365,0.37735849056603776,0.37037037037037035,1.0,1.0
grok,60s,60,ttm_extension,degradation,1,0.0,0.0,0.0,1.0,1.0
human_authored,60s,60,ttm_extension,degradation,1,0.0,0.0,0.0,1.0,1.0
chatgpt,60s,60,ttm_extension,false_data_injection,2,0.0,0.0,0.0,1.0,1.0
claude,60s,60,ttm_extension,false_data_injection,4,0.0,0.0,0.0,1.0,1.0
gemini,60s,60,ttm_extension,false_data_injection,1,0.0,0.0,0.0,1.0,1.0
grok,60s,60,ttm_extension,false_data_injection,3,0.0,0.0,0.0,1.0,1.0
human_authored,60s,60,ttm_extension,false_data_injection,1,0.0,0.0,0.0,1.0,1.0
chatgpt,60s,60,ttm_extension,unauthorized_command,2,0.0,0.0,0.0,1.0,1.0
claude,60s,60,ttm_extension,unauthorized_command,1,0.45,1.0,0.6206896551724138,1.0,1.0
gemini,60s,60,ttm_extension,unauthorized_command,1,0.5,0.0097087378640776,0.019047619047619,1.0,1.0
grok,60s,60,ttm_extension,unauthorized_command,2,0.7,0.22342995169082125,0.3227272727272727,1.0,1.0
human_authored,60s,60,ttm_extension,unauthorized_command,1,0.0,0.0,0.0,1.0,1.0
chatgpt,300s,300,autoencoder,command_delay,1,0.2571428571428571,0.9,0.4,1.0,1.0
claude,300s,300,autoencoder,command_delay,1,0.282051282051282,1.0,0.44,1.0,1.0
grok,300s,300,autoencoder,command_delay,1,0.3529411764705882,1.0,0.5217391304347826,1.0,1.0
human_authored,300s,300,autoencoder,command_delay,1,0.2941176470588235,1.0,0.4545454545454545,1.0,1.0
chatgpt,300s,300,autoencoder,command_suppression,1,0.3243243243243243,1.0,0.4897959183673469,1.0,1.0
claude,300s,300,autoencoder,command_suppression,1,0.3513513513513513,0.9285714285714286,0.5098039215686274,1.0,1.0
gemini,300s,300,autoencoder,command_suppression,1,0.4285714285714285,1.0,0.6,1.0,1.0
grok,300s,300,autoencoder,command_suppression,1,0.25,0.875,0.3888888888888889,1.0,1.0
human_authored,300s,300,autoencoder,command_suppression,1,0.1612903225806451,0.625,0.2564102564102564,1.0,1.0
chatgpt,300s,300,autoencoder,coordinated_campaign,1,0.3658536585365853,1.0,0.5357142857142857,1.0,1.0
grok,300s,300,autoencoder,coordinated_campaign,1,0.2888888888888888,1.0,0.4482758620689655,1.0,1.0
human_authored,300s,300,autoencoder,coordinated_campaign,1,0.3829787234042553,1.0,0.5538461538461539,1.0,1.0
chatgpt,300s,300,autoencoder,degradation,1,0.2285714285714285,1.0,0.3720930232558139,1.0,1.0
gemini,300s,300,autoencoder,degradation,2,0.29040697674418603,1.0,0.4489867225716282,1.0,1.0
grok,300s,300,autoencoder,degradation,1,0.2941176470588235,0.9090909090909092,0.4444444444444444,1.0,1.0
human_authored,300s,300,autoencoder,degradation,1,0.2432432432432432,0.8181818181818182,0.375,1.0,1.0
chatgpt,300s,300,autoencoder,false_data_injection,2,0.21875,1.0,0.35789473684210527,1.0,1.0
claude,300s,300,autoencoder,false_data_injection,4,0.21034832624272276,0.8559523809523809,0.33507549361207895,1.0,1.0
gemini,300s,300,autoencoder,false_data_injection,1,0.2424242424242424,1.0,0.3902439024390244,1.0,1.0
grok,300s,300,autoencoder,false_data_injection,3,0.2222222222222222,0.8185185185185185,0.3465811965811965,1.0,1.0
human_authored,300s,300,autoencoder,false_data_injection,1,0.2058823529411764,1.0,0.3414634146341463,1.0,1.0
chatgpt,300s,300,autoencoder,unauthorized_command,2,0.20109890109890105,1.0,0.33384146341463417,1.0,1.0
claude,300s,300,autoencoder,unauthorized_command,1,0.3333333333333333,1.0,0.5,1.0,1.0
gemini,300s,300,autoencoder,unauthorized_command,1,0.46,1.0,0.6301369863013698,1.0,1.0
grok,300s,300,autoencoder,unauthorized_command,2,0.18571428571428572,0.9285714285714286,0.3085036255767963,1.0,1.0
human_authored,300s,300,autoencoder,unauthorized_command,1,0.2619047619047619,0.8461538461538461,0.4,1.0,1.0
chatgpt,300s,300,gru,command_delay,1,1.0,0.7,0.8235294117647058,1.0,61.0
claude,300s,300,gru,command_delay,1,1.0,0.5454545454545454,0.7058823529411765,1.0,61.0
grok,300s,300,gru,command_delay,1,0.7058823529411765,1.0,0.8275862068965517,1.0,61.0
human_authored,300s,300,gru,command_delay,1,0.6666666666666666,1.0,0.8,1.0,61.0
chatgpt,300s,300,gru,command_suppression,1,0.8571428571428571,1.0,0.9230769230769232,1.0,61.0
claude,300s,300,gru,command_suppression,1,1.0,0.4285714285714285,0.6,1.0,61.0
gemini,300s,300,gru,command_suppression,1,0.9,1.0,0.9473684210526316,1.0,61.0
grok,300s,300,gru,command_suppression,1,1.0,0.875,0.9333333333333332,1.0,61.0
human_authored,300s,300,gru,command_suppression,1,1.0,0.875,0.9333333333333332,1.0,61.0
chatgpt,300s,300,gru,coordinated_campaign,1,0.8823529411764706,1.0,0.9375,1.0,61.0
grok,300s,300,gru,coordinated_campaign,1,0.8666666666666667,1.0,0.9285714285714286,1.0,61.0
human_authored,300s,300,gru,coordinated_campaign,1,0.0,0.0,0.0,0.0,
chatgpt,300s,300,gru,degradation,1,1.0,0.875,0.9333333333333332,1.0,61.0
gemini,300s,300,gru,degradation,2,1.0,0.5874125874125874,0.7388888888888889,1.0,61.0
grok,300s,300,gru,degradation,1,1.0,0.6363636363636364,0.7777777777777778,1.0,61.0
human_authored,300s,300,gru,degradation,1,1.0,0.6363636363636364,0.7777777777777778,1.0,61.0
chatgpt,300s,300,gru,false_data_injection,2,1.0,0.9285714285714286,0.9615384615384617,1.0,61.0
claude,300s,300,gru,false_data_injection,4,0.9642857142857143,0.8166666666666667,0.8682692307692308,1.0,61.0
gemini,300s,300,gru,false_data_injection,1,1.0,0.875,0.9333333333333332,1.0,61.0
grok,300s,300,gru,false_data_injection,3,1.0,0.700925925925926,0.8225867269984918,1.0,81.0
human_authored,300s,300,gru,false_data_injection,1,1.0,0.8571428571428571,0.9230769230769232,1.0,61.0
chatgpt,300s,300,gru,unauthorized_command,2,0.9285714285714286,0.8333333333333333,0.8615384615384616,1.0,61.0
claude,300s,300,gru,unauthorized_command,1,1.0,0.1333333333333333,0.2352941176470588,1.0,61.0
gemini,300s,300,gru,unauthorized_command,1,1.0,0.3043478260869565,0.4666666666666667,1.0,61.0
grok,300s,300,gru,unauthorized_command,2,0.9285714285714286,0.5714285714285714,0.5865384615384617,1.0,121.0
human_authored,300s,300,gru,unauthorized_command,1,1.0,0.4615384615384615,0.631578947368421,1.0,61.0
chatgpt,300s,300,isolation_forest,command_delay,1,0.1621621621621621,0.6,0.2553191489361702,1.0,301.0
claude,300s,300,isolation_forest,command_delay,1,0.1842105263157894,0.6363636363636364,0.2857142857142857,1.0,301.0
grok,300s,300,isolation_forest,command_delay,1,0.2051282051282051,0.6666666666666666,0.3137254901960784,1.0,301.0
human_authored,300s,300,isolation_forest,command_delay,1,0.1388888888888889,0.5,0.217391304347826,1.0,301.0
chatgpt,300s,300,isolation_forest,command_suppression,1,0.2051282051282051,0.6666666666666666,0.3137254901960784,1.0,301.0
claude,300s,300,isolation_forest,command_suppression,1,0.2439024390243902,0.7142857142857143,0.3636363636363636,1.0,301.0
gemini,300s,300,isolation_forest,command_suppression,1,0.3111111111111111,0.7777777777777778,0.4444444444444444,1.0,301.0
grok,300s,300,isolation_forest,command_suppression,1,0.1142857142857142,0.5,0.1860465116279069,1.0,301.0
human_authored,300s,300,isolation_forest,command_suppression,1,0.1142857142857142,0.5,0.1860465116279069,1.0,301.0
chatgpt,300s,300,isolation_forest,coordinated_campaign,1,0.2619047619047619,0.7333333333333333,0.3859649122807017,1.0,301.0
grok,300s,300,isolation_forest,coordinated_campaign,1,0.0,0.0,0.0,0.0,
human_authored,300s,300,isolation_forest,coordinated_campaign,1,0.0,0.0,0.0,1.0,1441.0
chatgpt,300s,300,isolation_forest,degradation,1,0.1142857142857142,0.5,0.1860465116279069,1.0,301.0
gemini,300s,300,isolation_forest,degradation,2,0.2046052631578947,0.6643356643356644,0.3126684636118598,1.0,301.0
grok,300s,300,isolation_forest,degradation,1,0.2058823529411764,0.6363636363636364,0.3111111111111111,1.0,301.0
human_authored,300s,300,isolation_forest,degradation,1,0.1842105263157894,0.6363636363636364,0.2857142857142857,1.0,301.0
chatgpt,300s,300,isolation_forest,false_data_injection,2,0.0744206773618538,0.38095238095238093,0.12445278298936831,1.0,301.0
claude,300s,300,isolation_forest,false_data_injection,4,0.11247310144368965,0.4793650793650793,0.18161173428428226,1.0,301.0
gemini,300s,300,isolation_forest,false_data_injection,1,0.1142857142857142,0.5,0.1860465116279069,1.0,301.0
grok,300s,300,isolation_forest,false_data_injection,3,0.10035035035035034,0.38518518518518513,0.15918045705279746,0.6666666666666666,301.0
human_authored,300s,300,isolation_forest,false_data_injection,1,0.088235294117647,0.4285714285714285,0.1463414634146341,1.0,301.0
chatgpt,300s,300,isolation_forest,unauthorized_command,2,0.09974747474747475,0.4444444444444444,0.16239316239316237,1.0,301.0
claude,300s,300,isolation_forest,unauthorized_command,1,0.2619047619047619,0.7333333333333333,0.3859649122807017,1.0,301.0
gemini,300s,300,isolation_forest,unauthorized_command,1,0.3404255319148936,0.6956521739130435,0.4571428571428571,1.0,301.0
grok,300s,300,isolation_forest,unauthorized_command,2,0.0606060606060606,0.30952380952380953,0.10128205128205126,1.0,331.0
human_authored,300s,300,isolation_forest,unauthorized_command,1,0.225,0.6923076923076923,0.3396226415094339,1.0,301.0
chatgpt,300s,300,lstm,command_delay,1,1.0,0.7,0.8235294117647058,1.0,61.0
claude,300s,300,lstm,command_delay,1,1.0,0.6363636363636364,0.7777777777777778,1.0,61.0
grok,300s,300,lstm,command_delay,1,0.8,1.0,0.8888888888888888,1.0,61.0
human_authored,300s,300,lstm,command_delay,1,0.7692307692307693,1.0,0.8695652173913043,1.0,61.0
chatgpt,300s,300,lstm,command_suppression,1,0.9230769230769232,1.0,0.96,1.0,61.0
claude,300s,300,lstm,command_suppression,1,1.0,0.5,0.6666666666666666,1.0,61.0
gemini,300s,300,lstm,command_suppression,1,0.9473684210526316,1.0,0.972972972972973,1.0,61.0
grok,300s,300,lstm,command_suppression,1,1.0,0.875,0.9333333333333332,1.0,61.0
human_authored,300s,300,lstm,command_suppression,1,1.0,0.875,0.9333333333333332,1.0,61.0
chatgpt,300s,300,lstm,coordinated_campaign,1,0.9375,1.0,0.967741935483871,1.0,61.0
grok,300s,300,lstm,coordinated_campaign,1,0.9285714285714286,1.0,0.9629629629629628,1.0,61.0
human_authored,300s,300,lstm,coordinated_campaign,1,0.75,0.1666666666666666,0.2727272727272727,1.0,121.0
chatgpt,300s,300,lstm,degradation,1,1.0,0.875,0.9333333333333332,1.0,61.0
gemini,300s,300,lstm,degradation,2,1.0,0.5874125874125874,0.7388888888888889,1.0,61.0
grok,300s,300,lstm,degradation,1,0.8888888888888888,0.7272727272727273,0.8,1.0,61.0
human_authored,300s,300,lstm,degradation,1,1.0,0.6363636363636364,0.7777777777777778,1.0,61.0
chatgpt,300s,300,lstm,false_data_injection,2,0.9285714285714286,1.0,0.9615384615384617,1.0,61.0
claude,300s,300,lstm,false_data_injection,4,0.9642857142857143,0.8694444444444445,0.9054015837104072,1.0,61.0
gemini,300s,300,lstm,false_data_injection,1,1.0,0.875,0.9333333333333332,1.0,61.0
grok,300s,300,lstm,false_data_injection,3,1.0,0.700925925925926,0.8225867269984918,1.0,81.0
human_authored,300s,300,lstm,false_data_injection,1,1.0,1.0,1.0,1.0,61.0
chatgpt,300s,300,lstm,unauthorized_command,2,0.9285714285714286,0.8888888888888888,0.8990384615384617,1.0,61.0
claude,300s,300,lstm,unauthorized_command,1,1.0,0.2,0.3333333333333333,1.0,61.0
gemini,300s,300,lstm,unauthorized_command,1,1.0,0.3043478260869565,0.4666666666666667,1.0,61.0
grok,300s,300,lstm,unauthorized_command,2,0.9285714285714286,0.7857142857142857,0.8251748251748252,1.0,91.0
human_authored,300s,300,lstm,unauthorized_command,1,1.0,0.5384615384615384,0.7,1.0,61.0
chatgpt,300s,300,threshold_baseline,command_delay,1,0.7692307692307693,1.0,0.8695652173913043,1.0,1.0
claude,300s,300,threshold_baseline,command_delay,1,0.0,0.0,0.0,0.0,
grok,300s,300,threshold_baseline,command_delay,1,0.8,1.0,0.8888888888888888,1.0,61.0
human_authored,300s,300,threshold_baseline,command_delay,1,0.7692307692307693,1.0,0.8695652173913043,1.0,61.0
chatgpt,300s,300,threshold_baseline,command_suppression,1,0.8571428571428571,1.0,0.9230769230769232,1.0,1.0
claude,300s,300,threshold_baseline,command_suppression,1,0.0,0.0,0.0,0.0,
gemini,300s,300,threshold_baseline,command_suppression,1,0.9473684210526316,1.0,0.972972972972973,1.0,61.0
grok,300s,300,threshold_baseline,command_suppression,1,0.0,0.0,0.0,0.0,
human_authored,300s,300,threshold_baseline,command_suppression,1,0.0,0.0,0.0,0.0,
chatgpt,300s,300,threshold_baseline,coordinated_campaign,1,0.8333333333333334,1.0,0.9090909090909092,1.0,1.0
grok,300s,300,threshold_baseline,coordinated_campaign,1,0.8666666666666667,1.0,0.9285714285714286,1.0,1.0
human_authored,300s,300,threshold_baseline,coordinated_campaign,1,0.9473684210526316,1.0,0.972972972972973,1.0,61.0
chatgpt,300s,300,threshold_baseline,degradation,1,0.0,0.0,0.0,0.0,
gemini,300s,300,threshold_baseline,degradation,2,0.3333333333333333,0.0769230769230769,0.125,0.5,1.0
grok,300s,300,threshold_baseline,degradation,1,0.0,0.0,0.0,0.0,
human_authored,300s,300,threshold_baseline,degradation,1,0.0,0.0,0.0,0.0,
chatgpt,300s,300,threshold_baseline,false_data_injection,2,0.42857142857142855,0.5,0.4615384615384616,0.5,61.0
claude,300s,300,threshold_baseline,false_data_injection,4,0.0,0.0,0.0,0.0,
gemini,300s,300,threshold_baseline,false_data_injection,1,0.0,0.0,0.0,0.0,
grok,300s,300,threshold_baseline,false_data_injection,3,0.26666666666666666,0.16666666666666666,0.20512820512820515,0.3333333333333333,1.0
human_authored,300s,300,threshold_baseline,false_data_injection,1,0.0,0.0,0.0,0.0,
chatgpt,300s,300,threshold_baseline,unauthorized_command,2,0.0,0.0,0.0,0.0,
claude,300s,300,threshold_baseline,unauthorized_command,1,0.4838709677419355,1.0,0.6521739130434783,1.0,61.0
gemini,300s,300,threshold_baseline,unauthorized_command,1,0.0,0.0,0.0,0.0,
grok,300s,300,threshold_baseline,unauthorized_command,2,0.5,0.42857142857142855,0.4615384615384616,0.5,61.0
human_authored,300s,300,threshold_baseline,unauthorized_command,1,0.0,0.0,0.0,0.0,
chatgpt,300s,300,transformer,command_delay,1,1.0,0.6,0.75,1.0,61.0
claude,300s,300,transformer,command_delay,1,1.0,0.5454545454545454,0.7058823529411765,1.0,61.0
grok,300s,300,transformer,command_delay,1,0.7058823529411765,1.0,0.8275862068965517,1.0,61.0
human_authored,300s,300,transformer,command_delay,1,0.625,1.0,0.7692307692307693,1.0,61.0
chatgpt,300s,300,transformer,command_suppression,1,0.8,1.0,0.8888888888888888,1.0,61.0
claude,300s,300,transformer,command_suppression,1,1.0,0.4285714285714285,0.6,1.0,61.0
gemini,300s,300,transformer,command_suppression,1,0.8181818181818182,1.0,0.9,1.0,61.0
grok,300s,300,transformer,command_suppression,1,0.875,0.875,0.875,1.0,1.0
human_authored,300s,300,transformer,command_suppression,1,0.8571428571428571,0.75,0.8,1.0,1.0
chatgpt,300s,300,transformer,coordinated_campaign,1,0.8823529411764706,1.0,0.9375,1.0,61.0
grok,300s,300,transformer,coordinated_campaign,1,0.7222222222222222,1.0,0.8387096774193549,1.0,1.0
human_authored,300s,300,transformer,coordinated_campaign,1,0.0,0.0,0.0,0.0,
chatgpt,300s,300,transformer,degradation,1,1.0,0.75,0.8571428571428571,1.0,61.0
gemini,300s,300,transformer,degradation,2,0.9375,0.548951048951049,0.6842105263157894,1.0,31.0
grok,300s,300,transformer,degradation,1,0.875,0.6363636363636364,0.7368421052631579,1.0,1.0
human_authored,300s,300,transformer,degradation,1,1.0,0.5454545454545454,0.7058823529411765,1.0,61.0
chatgpt,300s,300,transformer,false_data_injection,2,1.0,0.9285714285714286,0.9615384615384617,1.0,61.0
claude,300s,300,transformer,false_data_injection,4,1.0,0.780952380952381,0.8682692307692308,1.0,61.0
gemini,300s,300,transformer,false_data_injection,1,1.0,0.75,0.8571428571428571,1.0,61.0
grok,300s,300,transformer,false_data_injection,3,0.9583333333333334,0.7055555555555556,0.8116402116402117,1.0,41.0
human_authored,300s,300,transformer,false_data_injection,1,1.0,0.8571428571428571,0.9230769230769232,1.0,61.0
chatgpt,300s,300,transformer,unauthorized_command,2,1.0,0.8333333333333333,0.9,1.0,61.0
claude,300s,300,transformer,unauthorized_command,1,0.7777777777777778,0.4666666666666667,0.5833333333333334,1.0,61.0
gemini,300s,300,transformer,unauthorized_command,1,1.0,0.2608695652173913,0.4137931034482758,1.0,61.0
grok,300s,300,transformer,unauthorized_command,2,0.5,0.5,0.5,1.0,31.0
human_authored,300s,300,transformer,unauthorized_command,1,1.0,0.4615384615384615,0.631578947368421,1.0,61.0
